filename,drivingtype
p01_20221103_an1_036_03_0001.png,정상
p01_20221103_an1_036_03_0001.png,정상
p01_20221103_an1_036_03_0001.png,정상
p01_20221103_an1_036_03_0002.png,정상
p01_20221103_an1_036_03_0002.png,정상
p01_20221103_an1_036_03_0002.png,정상
p01_20221103_an1_036_03_0003.png,정상
p01_20221103_an1_036_03_0003.png,정상
p01_20221103_an1_036_03_0003.png,정상
p01_20221103_an1_036_03_0004.png,정상
p01_20221103_an1_036_03_0004.png,정상
p01_20221103_an1_036_03_0004.png,정상
p01_20221103_an1_036_03_0005.png,정상
p01_20221103_an1_036_03_0005.png,정상
p01_20221103_an1_036_03_0005.png,정상
p01_20221103_an1_036_03_0006.png,방향지시등 불이행
p01_20221103_an1_036_03_0006.png,정상
p01_20221103_an1_036_03_0006.png,정상
p01_20221103_an1_036_03_0007.png,방향지시등 불이행
p01_20221103_an1_036_03_0007.png,정상
p01_20221103_an1_036_03_0007.png,정상
p01_20221103_an1_036_03_0008.png,방향지시등 불이행
p01_20221103_an1_036_03_0008.png,정상
p01_20221103_an1_036_03_0008.png,정상
p01_20221103_an1_036_03_0009.png,방향지시등 불이행
p01_20221103_an1_036_03_0009.png,정상
p01_20221103_an1_036_03_0009.png,정상
p01_20221103_an1_036_03_0010.png,방향지시등 불이행
p01_20221103_an1_036_03_0010.png,정상
p01_20221103_an1_036_03_0010.png,정상
p01_20221103_an1_036_03_0011.png,방향지시등 불이행
p01_20221103_an1_036_03_0011.png,정상
p01_20221103_an1_036_03_0011.png,정상
p01_20221103_an1_036_03_0012.png,방향지시등 불이행
p01_20221103_an1_036_03_0012.png,정상
p01_20221103_an1_036_03_0012.png,정상
p01_20221103_an1_036_03_0013.png,방향지시등 불이행
p01_20221103_an1_036_03_0013.png,정상
p01_20221103_an1_036_03_0013.png,정상
p01_20221103_an1_036_03_0014.png,방향지시등 불이행
p01_20221103_an1_036_03_0014.png,정상
p01_20221103_an1_036_03_0014.png,정상
p01_20221103_an1_036_03_0015.png,방향지시등 불이행
p01_20221103_an1_036_03_0015.png,정상
p01_20221103_an1_036_03_0015.png,정상
p01_20221103_an1_036_03_0016.png,방향지시등 불이행
p01_20221103_an1_036_03_0016.png,정상
p01_20221103_an1_036_03_0016.png,정상
p01_20221103_an1_036_03_0017.png,방향지시등 불이행
p01_20221103_an1_036_03_0017.png,정상
p01_20221103_an1_036_03_0017.png,정상
p01_20221103_an1_036_03_0018.png,방향지시등 불이행
p01_20221103_an1_036_03_0018.png,정상
p01_20221103_an1_036_03_0018.png,정상
p01_20221103_an1_036_03_0019.png,방향지시등 불이행
p01_20221103_an1_036_03_0019.png,정상
p01_20221103_an1_036_03_0019.png,정상
p01_20221103_an1_036_03_0020.png,방향지시등 불이행
p01_20221103_an1_036_03_0020.png,정상
p01_20221103_an1_036_03_0020.png,정상
p01_20221103_an1_036_03_0021.png,방향지시등 불이행
p01_20221103_an1_036_03_0021.png,정상
p01_20221103_an1_036_03_0021.png,정상
p01_20221103_an1_036_03_0022.png,방향지시등 불이행
p01_20221103_an1_036_03_0022.png,정상
p01_20221103_an1_036_03_0023.png,방향지시등 불이행
p01_20221103_an1_036_03_0023.png,정상
p01_20221103_an1_036_03_0024.png,방향지시등 불이행
p01_20221103_an1_036_03_0024.png,정상
p01_20221103_an1_036_03_0025.png,방향지시등 불이행
p01_20221103_an1_036_03_0025.png,정상
p01_20221103_an1_036_03_0026.png,방향지시등 불이행
p01_20221103_an1_036_03_0026.png,정상
p01_20221103_an1_036_03_0027.png,방향지시등 불이행
p01_20221103_an1_036_03_0027.png,정상
p01_20221103_an1_036_03_0028.png,정상
p01_20221103_an1_036_03_0028.png,정상
p01_20221103_an1_036_03_0029.png,정상
p01_20221103_an1_036_03_0029.png,정상
p01_20221103_an1_036_03_0030.png,정상
p01_20221103_an1_036_03_0030.png,정상
p01_20221103_an1_036_03_0031.png,정상
p01_20221103_an1_036_03_0031.png,정상
p01_20221103_an1_036_03_0032.png,정상
p01_20221103_an1_036_03_0032.png,정상
p02_20221223_123007_an2_011_03_0001.json,정상
p02_20221223_123007_an2_011_03_0001.json,정상
p02_20221223_123007_an2_011_03_0001.json,정상
p02_20221223_123007_an2_011_03_0001.json,정상
p02_20221223_123007_an2_011_03_0001.json,정상
p02_20221223_123007_an2_011_03_0001.json,정상
p02_20221223_123007_an2_011_03_0002.json,정상
p02_20221223_123007_an2_011_03_0002.json,정상
p02_20221223_123007_an2_011_03_0002.json,정상
p02_20221223_123007_an2_011_03_0002.json,정상
p02_20221223_123007_an2_011_03_0002.json,정상
p02_20221223_123007_an2_011_03_0002.json,정상
p02_20221223_123007_an2_011_03_0003.json,실선구간 차로변경
p02_20221223_123007_an2_011_03_0003.json,정상
p02_20221223_123007_an2_011_03_0003.json,정상
p02_20221223_123007_an2_011_03_0003.json,정상
p02_20221223_123007_an2_011_03_0003.json,정상
p02_20221223_123007_an2_011_03_0003.json,정상
p02_20221223_123007_an2_011_03_0004.json,정상
p02_20221223_123007_an2_011_03_0004.json,정상
p02_20221223_123007_an2_011_03_0004.json,정상
p02_20221223_123007_an2_011_03_0004.json,정상
p02_20221223_123007_an2_011_03_0004.json,정상
p02_20221223_123007_an2_011_03_0004.json,정상
p02_20221223_123007_an2_011_03_0005.json,정상
p02_20221223_123007_an2_011_03_0005.json,정상
p02_20221223_123007_an2_011_03_0005.json,정상
p02_20221223_123007_an2_011_03_0005.json,정상
p02_20221223_123007_an2_011_03_0005.json,정상
p02_20221223_123007_an2_011_03_0005.json,정상
p02_20221223_123007_an2_011_03_0006.json,실선구간 차로변경
p02_20221223_123007_an2_011_03_0006.json,정상
p02_20221223_123007_an2_011_03_0006.json,정상
p02_20221223_123007_an2_011_03_0006.json,정상
p02_20221223_123007_an2_011_03_0006.json,정상
p02_20221223_123007_an2_011_03_0006.json,정상
p02_20221223_123007_an2_011_03_0007.json,실선구간 차로변경
p02_20221223_123007_an2_011_03_0007.json,정상
p02_20221223_123007_an2_011_03_0007.json,정상
p02_20221223_123007_an2_011_03_0007.json,정상
